customer_uid,imsi
6166-ILMNY,915918367
3097-NNSPB,901401353
7771-ZONAT,394065407
0655-RBDUG,484893022
2111-DWYHN,148598337
4194-WHFCB,823838303
4121-AGSIN,764851527
4361-BKAXE,121717314
9845-PEEKO,930641245
0455-XFASS,162669004
0301-KOBTQ,959260037
1751-NCDLI,714070165
4367-NUYAO,691017826
9878-TNQGW,535525137
9170-ARBTB,895632579
4441-NIHPT,388944526
8999-BOHSE,383898732
7241-AJHFS,637555976
7029-RPUAV,170499374
4546-FOKWR,759798867
9036-CSKBW,258907128
5832-TRLPB,161809676
8590-YFFQO,753762369
8659-IOOPU,210610653
1338-CECEE,396773888
7439-DKZTW,207677400
4646-QZXTF,127457449
4607-CHPCA,763857728
9742-XOKTS,663318328
6921-OZMFH,168931458
9578-FOMUK,444010131
4712-UYOOI,209357473
8824-RWFXJ,201263511
7722-CVFXN,650613293
8717-VCTXJ,713712573
7363-QTBIW,731396308
4159-NAAIX,381496320
0971-QIFJK,312436401
9397-TZSHA,962787934
3391-JSQEW,641624204
0343-QLUZP,476092609
9763-PDTKK,272098473
2176-LVPNX,772221919
7627-JKIAZ,191695924
3312-UUMZW,373620790
1271-UODNO,498518190
8461-EFQYM,506274747
6900-RBKER,639569530
6891-JPYFF,482846471
1459-QNFQT,862979636
1047-NNCBF,554151292
3696-XRIEN,657385637
4081-DYXAV,650703223
0074-HDKDG,430348247
8791-GFXLZ,519838881
8111-SLLHI,332573049
0927-LCSMG,361150703
9330-DHBFL,426514834
0098-BOWSO,372950049
3452-ABWRL,632313971
5859-HZYLF,494677141
8257-RZAHR,872586107
5293-WXJAK,260670570
3156-QLHBO,428536086
2208-NQBCT,364021120
1779-PWPMG,252113566
6621-NRZAK,541566144
0831-JNISG,734140182
0774-IFUVM,637066866
3082-WQRVY,321501347
9553-DLCLU,892596099
1641-BYBTK,943605145
2460-NGXBJ,276624088
2446-ZKVAF,152318518
0841-NULXI,847631343
3522-CDKHF,739639780
1430-SFQSA,754158371
0411-EZJZE,652212877
7851-WZEKY,527280272
8844-TONUD,317709823
8807-ARQET,840244579
8992-CEUEN,710925610
4320-QMLLA,796493859
8777-PVYGU,483027269
8292-ITGYJ,870767339
6870-ZWMNX,958483383
0621-CXBKL,149951904
5268-DSMNQ,330015071
5334-JLAXU,939469310
4086-YQSNZ,962747649
6242-MBHPK,217473104
5868-CZJDR,216576837
9359-UGBTK,231404506
0135-NMXAP,334994698
4782-OSFXZ,272067217
6479-OAUSD,936725294
7129-ACFOG,886556586
4189-NAKJS,401894927
5562-BETPV,334000344
1282-IHQAC,521122285
9127-FHJBZ,923675877
6270-OMFIW,856250198
1641-RQDAY,912469942
0107-WESLM,539683969
6994-ORCWG,258437824
1346-UFHAX,744237967
3992-YWPKO,409549323
2933-XEUJM,266665311
0125-LZQXK,746591115
5461-QKNTN,709299600
4835-YSJMR,679404047
8399-YNDCH,789770571
3164-YAXFY,822105177
0887-WBJVH,360781564
4660-IRIBM,254517687
5673-FSSMF,534214071
7670-ZBPOQ,217986189
8089-UZWLX,860121339
0080-OROZO,173991690
3916-NRPAP,403798982
6807-SIWJI,758675871
8221-HVAYI,867854829
1579-KLYDT,281871349
5232-NXPAY,382587320
8967-SZQAS,340194470
4468-KAZHE,298610212
0455-ENTCR,193414044
8944-AILEF,155871339
5542-NKVRU,529370430
7126-RBHSD,360146811
5370-IIVVL,456267654
6789-HJBWG,868831587
3927-NLNRY,932223437
9087-EYCPR,266080844
6791-YBNAK,515544243
6358-LYNGM,811680601
6077-BDPXA,384446273
0013-MHZWF,421919100
5494-HECPR,343500227
8268-YDIXR,879501013
9824-BEMCV,908163356
1373-ORVIZ,198449560
4291-SHSBH,315983091
6980-IMXXE,574075866
9866-QEVEE,689431514
9897-KXHCM,833367539
0040-HALCW,828788051
0784-GTUUK,242864908
7979-CORPM,650618913
2294-DMMUS,798509754
0872-JCPIB,705442822
3055-MJDSB,882029740
9091-WTUUY,693958054
1618-CFHME,694336516
3165-HDOEW,472092361
6581-NQCBA,237165156
7115-IRDHS,127542751
8496-DMZUK,774111588
2040-VZIKE,404661166
9068-VPWQQ,928435714
0178-SZBHO,260125668
0384-RVBPI,392186874
1689-MRZQR,308555670
1299-AURJA,885771326
4525-VZCZG,497280166
1543-LLLFT,200716941
5835-BEQEU,584556951
2788-CJQAQ,935985751
5565-FILXA,499237732
0319-QZTCO,249557241
2120-SMPEX,493097309
0096-FCPUF,408268413
0668-OGMHD,508649995
5552-ZNFSJ,171432622
2223-KAGMX,507513364
6507-ZJSUR,903723061
9408-HRXRK,182710925
5593-SUAOO,312118959
7321-PKUYW,873087459
2833-SLKDQ,515689408
6766-HFKLA,141804529
7595-EUIVN,598534902
7617-EYGLW,439543233
2026-TGDHM,136761286
9220-ZNKJI,458085858
4030-VPZBD,685172247
2226-ICFDO,766004873
0723-VSOBE,218998509
5529-GIBVH,176773236
4187-CINZD,420878423
9992-UJOEL,511143948
4741-WWJQZ,138453853
6625-UTXEW,954471970
6818-WOBHJ,223268796
6244-BESBM,465488967
1004-NOZNR,745020224
1251-STYSZ,626775393
2612-PHGOX,412124087
2408-TZMJL,556751319
8480-PPONV,211994462
8780-IHCRN,466673803
4598-ZADCK,930220126
1257-SXUXQ,127530645
9681-KYGYB,340625309
7182-OVLBJ,651847492
5095-ETBRJ,829483439
7005-CYUIL,448619997
4821-WQOYN,598519489
4730-AWNAU,150722529
3452-FLHYD,494334160
2388-LAESQ,979384707
9531-NSBMR,813057223
6260-ONULR,333126166
4389-UEFCZ,438874928
8711-LOBKY,858365135
9134-CEQMF,287400055
8985-OOPOS,217420122
8800-ZKRFW,788451575
2616-FLVQC,443692471
9968-FFVVH,345454475
3108-PCCGG,818420832
7993-PYKOF,195580223
8390-FESFV,423528982
3022-BEXHZ,202529164
5027-XWQHA,444513027
6248-TKCQV,823816518
6729-GDNGC,479122817
6198-ZFIOJ,776644321
5989-OMNJE,754391906
4566-QVRRW,123338458
1291-CUOCY,908334170
9795-SHUHB,746879154
3230-IUALN,757371577
0042-RLHYP,252793112
8519-IMDHU,552046526
4945-RVMTE,695829356
0201-OAMXR,412433295
1866-NXPSP,506872568
3372-KWFBM,364712700
7831-QGOXH,741492139
6393-WRYZE,584137268
3941-XTSKM,283307801
1661-CZBAU,688629264
6599-RCLCJ,381256700
9831-BPFRI,515571488
5158-RIVOP,838384621
9788-YTFGE,392647093
9277-JOOMO,693036646
1907-YLNYW,396374171
1725-MIMXW,241656835
8947-YRTDV,858434116
3161-ONRWK,354637126
0114-RSRRW,641120429
4565-NLZBV,187050366
0031-PVLZI,336654115
7206-GZCDC,964786201
6682-VCIXC,414526332
4791-QRGMF,616705836
6475-VHUIZ,525996820
3910-MRQOY,161803444
0661-WCQNQ,261196827
7537-RBWEA,266775336
4656-CAURT,696980195
0121-SNYRK,411172687
1768-ZAIFU,328045482
4671-LXRDQ,205648028
3733-LSYCE,728285069
6265-FRMTQ,792196944
1934-SJVJK,202071329
3838-OZURD,763552322
1371-DWPAZ,141104998
9269-CQOOL,730786127
2017-CCBLH,681921225
7690-KPNCU,238298778
0536-BGFMZ,445681138
2293-IJWPS,730066632
2845-HSJCY,819224826
5469-NUJUR,184069858
1184-PJVDB,909699809
2625-TRCZQ,860771936
4102-HLENU,799333463
7266-GSSJX,431194831
7722-VJRQD,294421042
7073-QETQY,847289888
9415-DPEWS,251529856
5624-RYAMH,878554400
0196-JTUQI,203659280
7130-YXBRO,196230550
9272-LSVYH,711564810
7943-RQCHR,892797767
3793-MMFUH,833243867
3249-ZPQRG,579506757
2568-BRGYX,251121871
3084-DOWLE,245565379
1084-MNSMJ,974084039
7721-JXEAW,185725301
7249-WBIYX,945682539
4238-HFHSN,402036211
6250-CGGUN,729082888
5478-JJVZK,276483074
7596-IIWYC,591024086
6567-HOOPW,368943866
9793-WECQC,206822133
4291-HPAXL,616737726
8999-YPYBV,912998066
1839-FBNFR,972502715
3164-AALRN,711801497
3071-MVJCD,711052158
1697-BCSHV,655294392
0562-KBDVM,529427743
1131-SUEKT,854143204
3717-OEAUQ,255198204
4538-WNTMJ,927849982
3334-CTHOL,441437735
4704-ERYFC,777899695
9432-RUVSL,835336756
8060-HIWJJ,569181312
7684-XSZIY,251149434
9089-UOWJG,513825936
8621-MNIHH,393607527
8039-ACLPL,376554894
9885-AIBVB,266093805
1934-MKPXS,807442508
2592-YKDIF,822608063
2272-JKMSI,307778806
0471-LVHGK,183196125
9518-RWHZL,156430490
8714-CTZJW,238724512
3569-EDBPQ,531229740
3131-NWVFJ,736600458
7521-YXVZY,266565365
5419-CONWX,284052617
6240-EURKS,256091692
2373-NTKOD,641731059
1970-KKFWL,492031934
6960-HVYXR,125774005
9337-SRRNI,817276989
0895-UADGO,186082088
5678-VFNEQ,627760470
5977-CKHON,484782732
7024-OHCCK,221833742
2692-BUCFV,173239752
7861-UVUFT,562822979
1830-GGFNM,554296999
5302-BDJNT,309454649
5223-UZAVK,743710790
4859-ZSRDZ,694000316
5651-WYIPH,399197988
9350-VLHMB,684755329
3498-LZGQZ,182793534
8785-CJSHH,247586977
5357-TZHPP,408660150
3870-SPZSI,496451891
0680-DFNNY,931019220
7560-QRBXH,149578157
7077-XJMET,418091080
8752-GHJFU,561351584
6896-SRVYQ,518908224
7767-UXAGJ,467981595
4652-ODEVH,580084199
6510-UPNKS,396044115
6718-BDGHG,924217464
9046-DQMTP,460732908
6439-LAJXL,307984234
1571-SAVHK,250006672
9052-VKDUW,807129824
9546-CQJSU,567936900
1666-JZPZT,881326483
5777-KJIRB,532263329
0506-LVNGN,569702411
7677-SJJJK,489049360
2480-EJWYP,517805460
3253-HKOKL,280539117
7055-HNEOJ,877623038
5514-YQENT,543218026
3211-AAPKX,310339243
8445-DNBAE,951030619
2951-QOQTK,661949733
2958-NHPPS,341872092
6806-YDEUL,502235808
1735-XMJVH,173726529
6890-PFRQX,600302955
0222-CNVPT,866780710
5899-OUVKV,177982322
8681-ICONS,324318773
1621-YNCJH,629509113
3473-XIIIT,915892336
6362-QHAFM,924589879
7893-IXHRQ,529832521
3070-BDOQC,633821433
2952-QAYZF,171616510
6234-PFPXL,969294767
9824-QCJPK,445091703
4763-PGDPO,829937793
4283-IVYCI,698376369
1866-OBPNR,804325262
8205-MQUGY,761273418
8970-ANWXO,817448260
9480-BQJEI,133966129
5394-SVGJV,405297282
6979-TNDEU,332569727
9777-WJJPR,165696181
9283-LZQOH,246997947
7079-QRCBC,492988194
9495-SKLKD,401594714
6048-UWKAL,461651541
5067-DGXLL,838131128
5469-CTCWN,368480278
9851-QXEEQ,603930267
6281-FKEWS,714046040
8898-KASCD,709977086
9242-TKFSV,449713779
9290-SHCMB,933753869
0743-HNPFG,365033129
2277-BKJKN,931871282
9809-IMGCQ,793945635
5208-HFSBT,850057097
5035-PGZXH,755372279
8695-WDYEA,880582087
6543-JXSOO,678371378
8016-ZMGMO,740095922
8605-ITULD,595765566
3254-YRILK,659374815
6416-YJTTB,818279431
2667-WYLWJ,712241654
4472-VESGY,141073320
3195-TQDZX,960897450
3128-YOVTD,824078458
0529-ONKER,349219752
1728-CXQBE,208409544
7041-TXQJH,479094335
5014-GSOUQ,145261849
5724-BIDBU,560746842
0481-SUMCB,425572257
1769-GRUIK,815043861
5240-IJOQT,662252626
8819-WFGGJ,679555463
7427-AUFPY,627610885
2811-POVEX,455633115
1092-GANHU,291599798
7898-PDWQE,123876673
9972-EWRJS,288887398
9314-IJWSQ,805427640
0661-XEYAN,369625847
5799-JRCZO,289306275
1921-KYSAY,283227489
6198-RTPMF,952667402
2924-KHUVI,767505869
1925-GMVBW,303460265
7881-EVUAD,242290526
6184-DYUOB,264393444
9207-ZPANB,554123901
5766-XQXMQ,782293651
9327-QSDED,632948772
1656-DRSMG,325718442
3012-VFFMN,578161591
2984-AFWNC,713038484
0640-YJTPY,830417690
8096-LOIST,729031555
9764-REAFF,236021181
3703-VAVCL,969049405
7107-UBYKY,929839342
4881-GQJTW,312572547
8519-QJGJD,338842050
7876-DNYAP,346389171
7905-NJMXS,493507439
2882-WDTBA,263282008
2091-GPPIQ,597331008
6326-MTTXK,340650661
5071-FBJFS,335515526
2796-UUZZO,158125218
2429-AYKKO,178804553
9798-OPFEM,931114620
0330-IVZHA,467510947
3794-NFNCH,407850352
5193-QLVZB,800527283
7114-AEOZE,318826726
2886-KEFUM,758132005
5522-NYKPB,295742233
4237-RLAQD,675768881
9957-YODKZ,583758136
6518-KZXCB,408403785
2245-ADZFJ,552780284
7776-QGYJC,174958715
9313-QOLTZ,143202206
9651-GTSAQ,249188190
3186-BAXNB,431416046
4672-FOTSD,871502755
0637-YLETY,680905871
9818-XQCUV,579479410
7338-ERIVA,615274484
1157-BQCUW,386083018
8259-NFJTV,474731380
3223-DWFIO,539116337
2660-EMUBI,606190187
6968-GMKPR,762819627
4751-ERMAN,524355902
1436-ZMJAN,824963326
3292-PBZEJ,538043727
0799-DDIHE,290372135
3070-FNFZQ,403799216
2812-SFXMJ,370466778
7675-OZCZG,185360672
5014-WUQMG,295393192
5312-TSZVC,374328625
2003-CKLOR,851890433
0993-OSGPT,572102344
9254-RBFON,646447061
1205-WNWPJ,597682476
9391-EOYLI,160480400
7108-DGVUU,465713445
2782-JEEBU,306525601
5127-BZENZ,746287447
2720-FVBQP,862128709
9906-NHHVC,168364278
4522-XRWWI,544034952
3766-EJLFL,871321566
5939-SXWHM,673557301
8152-UOBNY,875585734
7351-KYHQH,503883535
7643-RCHXS,735216126
8246-SHFGA,456261338
8387-MOJJT,967160073
0620-XEFWH,128196841
6485-QXWWE,251784797
2761-OCIAX,235179562
7321-VGNKU,434197291
5327-CNLUQ,665494171
7552-KEYGT,791543165
5816-JMLGY,432101391
3068-OMWZA,546479341
2927-QRRQV,721135643
6032-KRXXO,350201890
7459-RRWQZ,166230313
6265-SXWBU,226646588
7941-RCJOW,760867711
6374-NTQLP,562752858
4154-AQUGT,595169431
2387-KDZQY,353382552
3584-WKTTW,200711696
3399-BMLVW,172381046
1971-DTCZB,351686295
3092-IGHWF,313297857
3374-PZLXD,429485116
3813-DHBBB,796495910
2812-REYAT,398807505
6518-PPLMZ,357410270
4939-KYYPY,791216125
8017-LXHFA,290306040
5930-GBIWP,428365346
6022-KOUQO,752686956
6352-TWCAU,776234221
2361-UPSND,845156808
6035-RIIOM,958822140
2929-QNSRW,577671852
1262-OPMFY,199449920
9504-DSHWM,798334718
5035-BVCXS,861885580
6267-DCFFZ,653894830
3533-UVMOM,150432322
2439-LYPMQ,859269341
4248-QPAVC,725618017
1899-VXWXM,505238698
1478-VPOAD,184178149
9995-HOTOH,608016484
2988-PLAHS,754690100
1371-OJCEK,937430119
4999-IEZLT,299681102
8883-ANODQ,128956767
4690-LLKUA,635043578
2351-RRBUE,418863286
5980-BDHPY,881274885
1498-DQNRX,839612479
9469-WEJBT,203658571
3331-HQDTW,375118336
9490-DFPMD,186386103
2581-VKIRT,207560338
5442-XSDCW,127467917
7426-WEIJX,491362477
2851-MMUTZ,817958812
3049-NDXFL,546767774
8580-AECUZ,733296175
3307-TLCUD,445729845
6625-FLENO,715054283
2967-MXRAV,818355037
7963-GQRMY,783587090
8189-HBVRW,535645811
4163-KIUHY,223375929
1228-FZFRV,199624767
3500-NSDOA,670310106
1171-TYKUR,778833068
3761-FLYZI,229925217
2058-DCJBE,401110795
5364-XYIRR,778426111
4829-AUOAX,658213793
1219-NNDDO,425303254
8388-DMKAE,890298607
4403-BWPAY,571106039
9659-QEQSY,941242944
5405-ZMYXQ,406265970
5047-LHVLY,210434166
1442-OKRJE,663734746
4737-AQCPU,531798816
9158-VCTQB,769086197
2808-CHTDM,908599912
6311-UEUME,704418574
0793-TWELN,853443670
3283-WCWXT,568184252
1060-ENTOF,847547001
0999-QXNSA,250519631
5451-MHQOF,375303083
4836-WNFNO,710194225
9225-BZLNZ,737933343
0354-VXMJC,210387000
4422-QVIJA,955491525
9365-SRSZE,203891688
6839-ITVZJ,401222726
8332-OSJDW,168102321
4735-BJKOU,525962714
0274-JKUJR,777775330
5740-YHGTW,660777086
8917-SZTTJ,911618148
1696-MZVAU,245597657
7359-WWYJV,182371013
0375-HVGXO,879867454
4906-ZHGPK,423486504
8593-WHYHV,919997996
3795-GWTRD,357543399
1298-PHBTI,304363506
6223-DHJGV,929413774
6961-MJKBO,206021158
6097-EQISJ,813278794
4423-YLHDV,892864465
8158-WPEZG,406701123
0107-YHINA,301913877
4918-FYJNT,676857964
0727-BNRLG,556017591
4854-CIDCF,406049188
8640-SDGKB,234514955
3280-MRDOF,369564200
6435-SRWBJ,882078273
9964-WBQDJ,523163155
6303-KFWSL,656224288
1702-CCFNJ,651892923
8932-CZHRQ,238385670
0386-CWRGM,596111577
5515-RUGKN,293071293
0404-AHASP,575478323
7279-NMVJC,606608011
2081-VEYEH,216279306
6407-UTSLV,464369620
4116-TZAQJ,553597933
9060-HJJRW,362247994
2587-YNLES,194296310
7398-SKNQZ,241091689
5935-FCCNB,328843509
1958-RNRKS,207342212
5136-RGMZO,325079332
8345-MVDYC,401703695
8226-BXGES,365106931
3877-JRJIP,384631245
8375-DKEBR,326314286
9705-IOVQQ,168097606
1015-OWJKI,501806999
7511-YMXVQ,672443977
2040-XBAVJ,978082447
7551-JOHTI,305008100
8887-IPQNC,754802483
8646-JCOMS,510809272
9804-ICWBG,659341554
1222-KJNZD,431528440
0106-GHRQR,188875695
5318-IXUZF,247572856
3768-VHXQO,275702371
8952-WCVCD,331573461
2418-TPEUN,973559769
3963-RYFNS,428434680
3198-VELRD,156365036
8540-ZQGEA,913957221
1320-REHCS,649787084
4137-JOPHL,487879309
9436-ZBZCT,808326758
7801-CEDNV,801596168
2057-BOYKM,151971807
3658-QQJYD,350804031
1803-BGNBD,775444523
0134-XWXCE,516809019
6950-TWMYB,226343346
5848-FHRFC,832996601
2243-FNMMI,559232941
2511-MORQY,685288009
5356-KZCKT,955793949
9470-XCCEM,295501203
6519-CFDBX,860028949
3902-MIVLE,647349496
0409-WTMPL,231755027
8763-KIAFH,844120915
3669-WHAFY,940363406
3055-VTCGS,368660011
3144-KMTWZ,217828772
7279-BUYWN,142289071
7156-MHUGY,544282805
7198-GLXTC,342281399
2007-QVGAW,822268582
5207-PLSTK,854609006
2307-FYNNL,773534233
5605-XNWEN,516009948
2155-AMQRX,679865484
6181-AXXYF,843108183
5091-HFAZW,789451402
0516-VRYBW,191892660
2519-LBNQL,142305739
8623-ULFNQ,149947882
8380-PEFPE,391920344
5687-DKDTV,847585969
1568-LJSZU,162121950
7530-HDYDS,500902912
7789-HKSBS,939350781
7416-CKTEP,516760737
2586-CWXVV,868463026
3096-IZETN,427619569
2348-KCJLT,812057149
8401-EMUWF,577976199
4193-IBKSW,235509994
5377-NDTOU,413753944
5922-ABDVO,819273390
2474-LCNUE,234704637
0839-QNXME,533413268
3506-OVLKD,453825814
9172-ANCRX,314034940
6650-VJONK,448876964
2178-PMGCJ,189962851
7492-TAFJD,909895270
2773-MADBQ,357464667
6016-LVTJQ,689979882
7860-KSUGX,656918524
8966-KZXXA,958465029
6910-HADCM,958831373
4816-LXZYW,533873498
9606-PBKBQ,730673328
5149-QYTTU,481285598
2070-XYMFH,160731438
2085-BOJKI,975857991
0817-HSUSE,793985050
5442-PPTJY,348926490
1927-QEWMY,369148583
1663-MHLHE,189588183
5663-QBGIS,856935798
4450-MDZFX,951692508
6701-DHKWQ,451052992
7554-AKDQF,607537091
3536-IQCTX,914146612
4911-BANWH,300804072
8496-EJAUI,468248181
0794-YVSGE,264396466
5423-BHIXO,198987060
6908-VVYHM,666458149
2959-EEXWB,731750995
1839-UMACK,206846913
3030-YDNRM,587854671
7321-KKSDU,976590426
3402-XRIUO,643271875
3132-TVFDZ,699413298
8286-AFUYI,468426624
8080-DDEMJ,292972092
8356-WUAOJ,874771746
6365-MTGZX,963812860
1349-WXNGG,745891823
8058-DMYRU,482582975
9350-ZXYJC,589680394
6990-YNRIO,890859761
8958-JPTRR,492445943
6959-GQEGV,365770119
3173-WSSUE,515673432
1265-HVPZB,743749880
4115-UMJFQ,780820767
7369-TRPFD,134753252
1098-KFQEC,876136801
7190-XHTWJ,586323841
0621-TWIEM,315431859
3537-RYBHH,570082482
2485-ITVKB,182186576
3669-OYSJI,592264653
1612-EOHDH,184298219
6702-OHFWR,834638229
5296-BFCYD,700029594
4510-PYUSH,820393100
9359-JANWS,795378437
7517-SAWMO,292298220
4143-HHPMK,753084188
3279-DYZQM,514921637
7054-LGEQW,736259848
0523-VNGTF,403622494
9575-IWCAZ,347994597
7105-MXJLL,462373909
7064-FRRSW,734287343
7940-UQQUG,318953654
0923-PNFUB,195189629
3961-SXAXY,539234320
7010-BRBUU,879203212
3566-HJGPK,492234937
3062-ICYZQ,887909215
9938-PRCVK,909048220
0973-KYVNF,708865205
5129-HHMZC,523455956
9637-CDTKZ,595724244
3946-JEWRQ,419737568
7873-CVMAW,937899747
0463-WZZKO,390875712
3494-JCHRQ,205524032
6474-FVJLC,353525577
4524-QCSSM,830439000
5832-EXGTT,456378382
8840-DQLGN,857269062
2039-JONDJ,394283070
7217-JYHOQ,520460201
6695-FRVEC,635074789
4547-LYTDD,497402155
9894-QMIMJ,725058133
8069-YQQAJ,969173769
6770-XUAGN,158269302
4193-ORFCL,946348835
1636-NTNCO,740440407
3466-WAESX,185222940
9281-PKKZE,455590198
3638-VBZTA,844898015
7459-IMVYU,622895202
7776-QWNFX,812354498
6689-TCZHQ,289457109
8563-OYMQY,341718628
0754-EEBDC,690469738
5777-ZPQNC,608087122
1951-IEYXM,911005834
3318-NMQXL,266282614
3143-ILDAL,896730345
1022-RKXDR,554655741
2361-FJWNO,371716120
2272-UOINI,617374141
8232-UTFOZ,556371810
3750-YHRYO,964878386
6637-KYRCV,947463705
5668-MEISB,162215793
0129-QMPDR,826259254
7188-CBBBA,678088565
5356-CSVSQ,704252033
3221-CJMSG,231663954
4720-VSTSI,874682826
3219-JQRSL,558269718
2801-NISEI,219193696
3946-MHCZW,261372942
4623-ZKHLY,624955995
6732-VAILE,458886317
8201-AAXCB,717102925
7696-CFTAT,403212360
1845-CSBRZ,183721680
2123-VSCOT,474700386
6651-AZVTJ,643585455
4566-GOLUK,161812547
2484-DGXPZ,225956105
2018-QKYGT,335152416
2792-VPPET,681466240
7409-JURKQ,458013665
3247-MHJKM,564827413
1964-SVLEA,336190983
4587-NUKOX,325053596
7297-DVYGA,263581000
2239-CGBUZ,591493239
0854-UYHZD,575436590
7243-LCGGZ,587922989
8267-KFGYD,304718733
4890-VMUAV,744740368
9261-WDCAF,218875874
3764-MNMOI,194296241
7442-YGZFK,152041179
0420-BWTPW,889421671
8229-BUJHX,500232521
7449-HVPIV,953307843
5504-WSIUR,825641207
8183-ONMXC,281691217
8466-PZBLH,500349084
9614-RMGHA,287974836
8735-IJJEG,190968489
0564-MUUQK,880600699
5054-IEXZT,921680414
5834-ASPWA,416712845
0701-RFGFI,332606485
0019-EFAEP,604718298
5619-PTMIK,804192373
3737-XBQDD,896780090
5882-CMAZQ,859362912
5846-QFDFI,798624208
4445-KWOKW,951478503
3511-APPBJ,586712435
7967-HYCDE,417129020
2430-RRYUW,788734584
3948-XHGNA,154265084
3723-BFBGR,921608533
0565-IYCGT,416668883
5447-WZAFP,913007843
5110-CHOPY,581418605
5445-UTODQ,143092917
4425-OWHWB,451345675
7892-QVYKW,645225228
9675-ICXCT,972517434
1024-VRZHF,133263938
4703-MQYKT,968534512
9497-QCMMS,767163056
5692-ICXLW,773993671
0602-DDUML,317327435
2208-MPXIO,640075441
1960-UYCNN,967936940
0348-SDKOL,259005547
3190-FZATL,709034873
7336-RLLRH,613522210
4373-MAVJG,178582679
8901-HJXTF,122220927
7710-JSYOA,622233979
5419-KLXBN,881744626
3424-NMNBO,901284950
9885-MFVSU,967541748
4514-GFCFI,353408197
0607-MVMGC,879865228
3365-SAIGS,778321885
9828-AOQLM,470171188
8022-BECSI,327518395
8000-REIQB,136384279
9993-LHIEB,793702521
0266-CLZKZ,970249404
7615-ESMYF,685822676
3858-VOBET,788356370
7020-OZKXZ,143586671
3977-QCRSL,705287458
0017-DINOC,835457333
1447-PJGGA,133144627
8565-CLBZW,719788017
9139-WQQDY,438596272
0224-HJAPT,526047972
8086-OVPWV,913229832
9430-FRQOC,800568920
7639-OPLNG,147826316
3074-GQWYX,315783471
1492-QGCLU,228037138
6845-RGTYS,250487304
7328-OWMOM,515364313
4418-LZMSV,691040880
5155-AZQPB,140160671
8861-HGGKB,728821096
1087-GRUYI,417656138
7065-YUNRY,823471176
7694-VLBWQ,949653448
2546-KZAAT,964008478
0181-RITDD,632367525
5989-PGKJB,333001099
4795-KTRTH,604027401
8272-ONJLV,387704029
1488-PBLJN,936664034
0308-GIQJT,165695039
3778-FOAQW,422464382
4452-ROHMO,242479603
6481-OGDOO,843068477
3090-LETTY,805613974
5349-AZPEW,493401731
3753-TSEMP,705988561
8305-VHZBZ,500958102
9720-JJJOR,466189213
8100-HZZLJ,738900155
8775-ERLNB,533235343
8309-IEYJD,855383224
9172-JITSM,398514072
6298-QDFNH,701042354
7398-HPYZQ,813661185
3546-GHEAE,814766407
7361-YPXFS,138105579
6557-BZXLQ,437333260
2550-QHZGP,393388594
7519-JTWQH,466969759
2538-OIMXF,291899461
8543-MSDMF,244883167
9961-JBNMK,449591821
1170-SASML,939284052
4872-JCVCA,665640319
5346-BZCHP,194321385
2038-LLMLM,200510482
6173-ITPWD,806181116
9734-UYXQI,923184843
1216-BGTSP,821744937
4138-NAXED,755811015
2189-UXTKY,694031247
0744-BIKKF,142706293
7483-IQWIB,418027843
5248-KWLAR,768457524
4958-GZWIY,307147132
7996-MHXLW,124435125
7833-PKIHD,763116001
7061-OVMIM,479259207
5153-RTHKF,365726917
1852-QSWCD,295934955
4832-VRBMR,271083115
9079-LWTFD,146864167
6356-ELRKD,787307318
8624-GIOUT,704963285
3392-EHMNK,184211882
5986-WWXDV,344313719
3061-BCKYI,876076011
6179-GJPSO,693755243
7901-TBKJX,342700513
7228-PAQPD,520321002
3177-LASXD,958987309
7746-QYVCO,422362569
5804-HYIEZ,134275800
9919-FZDED,878932037
5934-TSSAU,909574270
3486-KHMLI,930853236
4897-QSUYC,968876231
1084-UQCHV,279236798
8290-YWKHZ,580996064
2955-BJZHG,662830593
3806-DXQOM,408524718
6784-XYJAE,759972676
3933-DQPWX,165228167
6661-EIPZC,194694664
8957-THMOA,807804224
2251-PYLPB,128152954
5555-RNPGT,391009787
1057-FOGLZ,455310913
9300-RENDD,756399500
0761-AETCS,520868402
8087-LGYHQ,918259765
4137-BTIKL,352467274
2190-BCXEC,942697560
6227-FBDXH,561809656
2153-MREFK,738517291
2911-WDXMV,949689375
7206-PQBBZ,334758772
3106-ULWFW,911189054
0925-VYDLG,777917638
4547-FZJWE,942734526
7422-WNBTY,417580410
0842-IWYCP,752024629
3521-HTQTV,437942029
3744-ZBHON,393575970
3373-DIUUN,676909849
8383-SGHJU,777787632
7607-QKKTJ,453973236
7707-PYBBH,892962931
8984-HPEMB,302371580
4349-GFQHK,865491952
4139-DETXS,824409052
9779-DPNEJ,829076877
9805-FILKB,396815837
5793-YOLJN,342134634
0673-IGUQO,569431358
4123-FCVCB,931977709
8819-IMISP,669651020
7802-EFKNY,723365303
8311-UEUAB,655524606
5858-EAFCZ,967517513
8035-BUYVG,298882960
1163-ONYEY,251383625
9787-XVQIU,403533820
8945-MUQUF,281147773
5656-MJEFC,300969139
6082-OQFBA,728873679
8051-HJRLT,304963580
8974-OVACP,197494061
4010-YLMVT,710748383
1379-FRVEB,240937243
8612-GXIDD,905334538
6288-CHQJB,486701644
8160-HOWOX,871425926
3023-GFLBR,879811322
6648-INWPS,503964743
